datetime,ghi,temp_air,wind_speed,relative_humidity
2024-01-01 05:30:00+05:30,0.0,19.04,2.06,96.14
2024-01-01 06:30:00+05:30,0.0,18.67,1.9,98.18
2024-01-01 07:30:00+05:30,0.0,18.31,1.85,99.64
2024-01-01 08:30:00+05:30,0.0,17.97,1.92,100.0
2024-01-01 09:30:00+05:30,0.0,17.75,1.99,100.0
2024-01-01 10:30:00+05:30,0.0,17.61,2.03,100.0
2024-01-01 11:30:00+05:30,21.8,18.15,2.15,98.58
2024-01-01 12:30:00+05:30,146.62,20.12,3.49,87.79
2024-01-01 13:30:00+05:30,312.65,22.01,4.01,78.22
2024-01-01 14:30:00+05:30,444.95,23.82,3.82,71.62
2024-01-01 15:30:00+05:30,484.35,25.37,3.48,66.53
2024-01-01 16:30:00+05:30,583.85,26.52,3.09,62.69
2024-01-01 17:30:00+05:30,670.55,27.33,2.61,59.9
2024-01-01 18:30:00+05:30,560.2,27.79,2.06,58.12
2024-01-01 19:30:00+05:30,431.27,27.86,1.72,57.6
2024-01-01 20:30:00+05:30,275.42,27.51,1.71,59.12
2024-01-01 21:30:00+05:30,128.8,26.58,1.69,63.41
2024-01-01 22:30:00+05:30,13.2,24.18,1.55,76.32
2024-01-01 23:30:00+05:30,0.0,22.85,1.77,78.87
2024-01-02 00:30:00+05:30,0.0,22.08,1.87,81.58
2024-01-02 01:30:00+05:30,0.0,21.48,1.91,83.73
2024-01-02 02:30:00+05:30,0.0,20.75,1.99,87.15
2024-01-02 03:30:00+05:30,0.0,20.06,2.02,90.41
2024-01-02 04:30:00+05:30,0.0,19.6,2.03,92.73
2024-01-02 05:30:00+05:30,0.0,19.48,2.05,94.31
2024-01-02 06:30:00+05:30,0.0,19.18,2.02,96.63
2024-01-02 07:30:00+05:30,0.0,18.98,1.95,97.92
2024-01-02 08:30:00+05:30,0.0,18.85,1.99,98.5
2024-01-02 09:30:00+05:30,0.0,18.79,2.08,98.62
2024-01-02 10:30:00+05:30,0.0,18.75,2.21,98.51
2024-01-02 11:30:00+05:30,19.23,19.1,2.66,96.45
2024-01-02 12:30:00+05:30,145.68,20.32,4.07,89.3
2024-01-02 13:30:00+05:30,326.92,21.77,4.49,81.15
2024-01-02 14:30:00+05:30,465.8,23.51,4.3,73.84
2024-01-02 15:30:00+05:30,606.12,24.92,4.05,68.69
2024-01-02 16:30:00+05:30,742.47,25.88,3.74,65.32
2024-01-02 17:30:00+05:30,704.4,26.49,3.35,63.46
2024-01-02 18:30:00+05:30,651.15,26.79,2.94,62.84
2024-01-02 19:30:00+05:30,499.6,26.77,2.57,63.52
2024-01-02 20:30:00+05:30,332.92,26.47,2.15,65.9
2024-01-02 21:30:00+05:30,139.9,25.46,1.87,70.63
2024-01-02 22:30:00+05:30,14.73,23.64,1.49,82.71
2024-01-02 23:30:00+05:30,0.0,22.85,1.69,84.18
2024-01-03 00:30:00+05:30,0.0,22.34,1.87,85.63
2024-01-03 01:30:00+05:30,0.0,21.73,2.0,87.87
2024-01-03 02:30:00+05:30,0.0,21.09,2.1,89.95
2024-01-03 03:30:00+05:30,0.0,20.42,2.06,92.33
2024-01-03 04:30:00+05:30,0.0,19.81,2.02,94.41
2024-01-03 05:30:00+05:30,0.0,19.47,1.9,95.7
2024-01-03 06:30:00+05:30,0.0,19.15,1.8,96.88
2024-01-03 07:30:00+05:30,0.0,18.89,1.76,97.6
2024-01-03 08:30:00+05:30,0.0,18.67,1.75,98.12
2024-01-03 09:30:00+05:30,0.0,18.53,1.76,98.26
2024-01-03 10:30:00+05:30,0.0,18.44,1.79,98.32
2024-01-03 11:30:00+05:30,17.65,18.8,2.02,97.05
2024-01-03 12:30:00+05:30,138.77,20.02,3.23,92.42
2024-01-03 13:30:00+05:30,321.55,21.33,3.95,86.72
2024-01-03 14:30:00+05:30,474.45,22.86,3.9,79.36
2024-01-03 15:30:00+05:30,557.9,24.48,3.45,72.43
2024-01-03 16:30:00+05:30,496.65,25.66,2.85,68.07
2024-01-03 17:30:00+05:30,453.15,26.52,2.28,65.22
2024-01-03 18:30:00+05:30,366.4,27.02,1.73,63.46
2024-01-03 19:30:00+05:30,306.88,27.14,1.4,62.89
2024-01-03 20:30:00+05:30,198.95,26.77,1.28,64.77
2024-01-03 21:30:00+05:30,98.65,25.93,1.22,70.14
2024-01-03 22:30:00+05:30,12.32,24.23,1.15,80.34
2024-01-03 23:30:00+05:30,0.0,23.32,1.27,82.47
2024-01-04 00:30:00+05:30,0.0,22.73,1.47,84.18
2024-01-04 01:30:00+05:30,0.0,22.12,1.67,86.45
2024-01-04 02:30:00+05:30,0.0,21.45,1.84,89.08
2024-01-04 03:30:00+05:30,0.0,20.83,1.9,91.86
2024-01-04 04:30:00+05:30,0.0,20.37,2.1,94.23
2024-01-04 05:30:00+05:30,0.0,20.02,2.05,96.44
2024-01-04 06:30:00+05:30,0.0,19.79,1.8,97.7
2024-01-04 07:30:00+05:30,0.0,19.65,1.68,98.31
2024-01-04 08:30:00+05:30,0.0,19.59,1.66,98.41
2024-01-04 09:30:00+05:30,0.0,19.55,1.72,98.5
2024-01-04 10:30:00+05:30,0.0,19.51,1.79,98.55
2024-01-04 11:30:00+05:30,17.17,19.99,1.99,97.86
2024-01-04 12:30:00+05:30,122.47,21.21,3.18,95.09
2024-01-04 13:30:00+05:30,259.15,22.29,3.89,91.2
2024-01-04 14:30:00+05:30,398.12,23.46,4.0,85.06
2024-01-04 15:30:00+05:30,553.3,24.66,3.67,78.66
2024-01-04 16:30:00+05:30,652.28,25.56,3.18,74.46
2024-01-04 17:30:00+05:30,650.1,26.26,2.68,71.79
2024-01-04 18:30:00+05:30,544.03,26.56,2.2,70.77
2024-01-04 19:30:00+05:30,380.8,26.36,1.95,71.78
2024-01-04 20:30:00+05:30,248.2,25.74,1.92,75.36
2024-01-04 21:30:00+05:30,112.3,24.84,1.71,81.78
2024-01-04 22:30:00+05:30,14.1,23.37,1.41,90.48
2024-01-04 23:30:00+05:30,0.0,22.48,1.43,93.75
2024-01-05 00:30:00+05:30,0.0,22.04,1.5,94.96
2024-01-05 01:30:00+05:30,0.0,21.68,1.55,95.96
2024-01-05 02:30:00+05:30,0.0,21.35,1.58,96.98
2024-01-05 03:30:00+05:30,0.0,21.09,1.54,97.79
2024-01-05 04:30:00+05:30,0.0,20.89,1.5,98.17
2024-01-05 05:30:00+05:30,0.0,20.75,1.51,98.3
2024-01-05 06:30:00+05:30,0.0,20.63,1.56,98.22
2024-01-05 07:30:00+05:30,0.0,20.49,1.62,98.16
2024-01-05 08:30:00+05:30,0.0,20.38,1.72,98.01
2024-01-05 09:30:00+05:30,0.0,20.25,1.9,98.02
2024-01-05 10:30:00+05:30,0.0,20.12,2.07,98.04
2024-01-05 11:30:00+05:30,20.33,20.32,2.45,97.53
2024-01-05 12:30:00+05:30,143.73,21.29,3.75,95.5
2024-01-05 13:30:00+05:30,294.6,22.39,4.42,91.41
2024-01-05 14:30:00+05:30,456.42,23.76,4.28,83.84
2024-01-05 15:30:00+05:30,492.73,25.17,3.67,75.71
2024-01-05 16:30:00+05:30,494.38,26.05,2.87,71.65
2024-01-05 17:30:00+05:30,501.48,26.59,2.14,70.18
2024-01-05 18:30:00+05:30,422.25,26.88,1.67,69.72
2024-01-05 19:30:00+05:30,314.17,26.82,1.55,70.35
2024-01-05 20:30:00+05:30,199.02,26.39,1.59,72.54
2024-01-05 21:30:00+05:30,93.03,25.63,1.43,78.4
2024-01-05 22:30:00+05:30,13.85,24.04,1.21,87.76
2024-01-05 23:30:00+05:30,0.0,23.03,1.35,91.32
2024-01-06 00:30:00+05:30,0.0,22.52,1.57,92.68
2024-01-06 01:30:00+05:30,0.0,22.1,1.76,93.95
2024-01-06 02:30:00+05:30,0.0,21.7,1.96,95.58
2024-01-06 03:30:00+05:30,0.0,21.35,2.28,96.82
2024-01-06 04:30:00+05:30,0.0,21.05,2.5,97.39
2024-01-06 05:30:00+05:30,0.0,20.75,2.48,97.51
2024-01-06 06:30:00+05:30,0.0,20.43,2.41,97.56
2024-01-06 07:30:00+05:30,0.0,20.14,2.3,97.61
2024-01-06 08:30:00+05:30,0.0,19.9,2.23,97.71
2024-01-06 09:30:00+05:30,0.0,19.69,2.23,97.65
2024-01-06 10:30:00+05:30,0.0,19.48,2.53,97.34
2024-01-06 11:30:00+05:30,18.33,19.52,2.92,96.7
2024-01-06 12:30:00+05:30,151.32,20.2,3.75,94.63
2024-01-06 13:30:00+05:30,309.8,21.14,4.28,90.69
2024-01-06 14:30:00+05:30,468.2,22.46,4.36,83.79
2024-01-06 15:30:00+05:30,657.25,23.75,4.06,76.36
2024-01-06 16:30:00+05:30,713.83,24.53,3.54,72.22
2024-01-06 17:30:00+05:30,619.28,24.97,3.04,70.13
2024-01-06 18:30:00+05:30,609.15,25.4,2.62,68.51
2024-01-06 19:30:00+05:30,457.95,25.71,2.33,67.49
2024-01-06 20:30:00+05:30,316.88,25.53,2.04,69.21
2024-01-06 21:30:00+05:30,142.27,24.76,1.62,74.99
2024-01-06 22:30:00+05:30,15.75,23.22,1.18,85.84
2024-01-06 23:30:00+05:30,0.0,22.51,1.13,88.27
2024-01-07 00:30:00+05:30,0.0,22.17,1.25,89.4
2024-01-07 01:30:00+05:30,0.0,21.73,1.56,90.9
2024-01-07 02:30:00+05:30,0.0,21.2,1.88,92.6
2024-01-07 03:30:00+05:30,0.0,20.84,2.08,94.1
2024-01-07 04:30:00+05:30,0.0,20.62,2.22,96.02
2024-01-07 05:30:00+05:30,0.0,20.26,2.16,97.63
2024-01-07 06:30:00+05:30,0.0,20.02,2.29,97.56
2024-01-07 07:30:00+05:30,0.0,19.78,2.47,96.85
2024-01-07 08:30:00+05:30,0.0,19.38,2.38,96.75
2024-01-07 09:30:00+05:30,0.0,18.99,2.33,96.97
2024-01-07 10:30:00+05:30,0.0,18.69,2.32,96.96
2024-01-07 11:30:00+05:30,16.1,18.93,2.53,95.73
2024-01-07 12:30:00+05:30,133.88,20.22,3.33,90.27
2024-01-07 13:30:00+05:30,278.1,21.97,3.69,80.82
2024-01-07 14:30:00+05:30,450.62,24.28,3.98,70.72
2024-01-07 15:30:00+05:30,585.7,26.09,4.17,66.31
2024-01-07 16:30:00+05:30,685.4,26.85,4.31,65.67
2024-01-07 17:30:00+05:30,612.6,26.88,4.3,66.62
2024-01-07 18:30:00+05:30,529.95,26.68,3.87,67.99
2024-01-07 19:30:00+05:30,427.73,26.59,3.18,68.99
2024-01-07 20:30:00+05:30,283.35,26.43,2.62,70.54
2024-01-07 21:30:00+05:30,135.68,25.78,2.07,75.67
2024-01-07 22:30:00+05:30,16.12,23.94,1.69,86.46
2024-01-07 23:30:00+05:30,0.0,23.06,1.99,87.85
2024-01-08 00:30:00+05:30,0.0,22.63,2.27,88.66
2024-01-08 01:30:00+05:30,0.0,22.36,2.74,88.97
2024-01-08 02:30:00+05:30,0.0,22.01,3.18,90.02
2024-01-08 03:30:00+05:30,0.0,21.53,3.34,91.76
2024-01-08 04:30:00+05:30,0.0,21.09,3.26,93.09
2024-01-08 05:30:00+05:30,0.0,20.71,3.29,93.65
2024-01-08 06:30:00+05:30,0.0,20.36,3.15,94.26
2024-01-08 07:30:00+05:30,0.0,20.05,3.05,94.63
2024-01-08 08:30:00+05:30,0.0,19.88,3.01,94.59
2024-01-08 09:30:00+05:30,0.0,19.8,3.1,94.59
2024-01-08 10:30:00+05:30,0.0,19.78,3.44,94.45
2024-01-08 11:30:00+05:30,17.58,19.93,4.02,93.8
2024-01-08 12:30:00+05:30,129.12,20.85,5.06,90.59
2024-01-08 13:30:00+05:30,267.05,22.12,5.76,86.29
2024-01-08 14:30:00+05:30,435.15,23.56,6.23,81.4
2024-01-08 15:30:00+05:30,557.92,25.02,6.22,76.94
2024-01-08 16:30:00+05:30,667.85,26.3,6.05,72.91
2024-01-08 17:30:00+05:30,646.28,26.93,5.74,70.67
2024-01-08 18:30:00+05:30,524.6,27.12,5.29,69.62
2024-01-08 19:30:00+05:30,469.05,27.0,4.75,69.67
2024-01-08 20:30:00+05:30,309.83,26.42,4.19,72.67
2024-01-08 21:30:00+05:30,145.0,25.3,3.18,79.96
2024-01-08 22:30:00+05:30,16.52,23.56,1.88,90.84
2024-01-08 23:30:00+05:30,0.0,22.74,1.93,94.61
2024-01-09 00:30:00+05:30,0.0,22.52,2.39,95.9
2024-01-09 01:30:00+05:30,0.0,22.36,2.98,96.73
2024-01-09 02:30:00+05:30,0.0,22.15,3.74,97.03
2024-01-09 03:30:00+05:30,0.0,21.84,3.78,97.37
2024-01-09 04:30:00+05:30,0.0,21.55,3.42,97.38
2024-01-09 05:30:00+05:30,0.0,21.22,3.49,97.23
2024-01-09 06:30:00+05:30,0.0,20.97,3.44,97.21
2024-01-09 07:30:00+05:30,0.0,20.77,3.36,97.14
2024-01-09 08:30:00+05:30,0.0,20.58,3.04,97.28
2024-01-09 09:30:00+05:30,0.0,20.39,2.52,97.64
2024-01-09 10:30:00+05:30,0.0,20.31,2.54,97.55
2024-01-09 11:30:00+05:30,17.73,20.45,2.83,97.29
2024-01-09 12:30:00+05:30,138.55,21.1,3.51,96.01
2024-01-09 13:30:00+05:30,294.67,21.74,4.93,94.17
2024-01-09 14:30:00+05:30,468.5,22.48,6.06,90.38
2024-01-09 15:30:00+05:30,488.77,23.59,6.36,84.2
2024-01-09 16:30:00+05:30,424.2,24.8,6.16,78.52
2024-01-09 17:30:00+05:30,299.8,25.66,5.75,74.8
2024-01-09 18:30:00+05:30,220.75,26.07,5.32,73.07
2024-01-09 19:30:00+05:30,228.52,25.86,5.09,73.56
2024-01-09 20:30:00+05:30,148.15,25.25,4.89,76.01
2024-01-09 21:30:00+05:30,72.68,24.19,4.19,81.68
2024-01-09 22:30:00+05:30,9.68,22.67,3.36,88.83
2024-01-09 23:30:00+05:30,0.0,21.89,3.47,91.8
2024-01-10 00:30:00+05:30,0.0,21.43,3.49,93.87
2024-01-10 01:30:00+05:30,0.0,21.08,3.59,94.99
2024-01-10 02:30:00+05:30,0.0,20.79,3.55,95.72
2024-01-10 03:30:00+05:30,0.0,20.5,3.49,96.29
2024-01-10 04:30:00+05:30,0.0,20.26,3.4,96.68
2024-01-10 05:30:00+05:30,0.0,20.01,3.26,96.97
2024-01-10 06:30:00+05:30,0.0,19.76,3.07,97.04
2024-01-10 07:30:00+05:30,0.0,19.51,2.84,97.11
2024-01-10 08:30:00+05:30,0.0,19.28,2.65,96.95
2024-01-10 09:30:00+05:30,0.0,19.04,2.54,96.88
2024-01-10 10:30:00+05:30,0.0,18.8,2.55,96.94
2024-01-10 11:30:00+05:30,18.12,19.09,2.74,96.17
2024-01-10 12:30:00+05:30,154.77,20.33,3.84,92.98
2024-01-10 13:30:00+05:30,326.67,21.62,4.83,87.68
2024-01-10 14:30:00+05:30,515.33,23.19,5.41,77.84
2024-01-10 15:30:00+05:30,648.92,24.54,5.41,69.24
2024-01-10 16:30:00+05:30,736.88,25.29,5.2,65.13
2024-01-10 17:30:00+05:30,685.45,25.63,4.92,63.48
2024-01-10 18:30:00+05:30,574.22,25.56,4.65,63.9
2024-01-10 19:30:00+05:30,482.83,25.19,4.27,65.99
2024-01-10 20:30:00+05:30,309.62,24.6,3.6,70.11
2024-01-10 21:30:00+05:30,161.88,23.64,2.51,77.81
2024-01-10 22:30:00+05:30,18.77,22.28,2.05,84.85
2024-01-10 23:30:00+05:30,0.0,21.62,2.08,86.98
2024-01-11 00:30:00+05:30,0.0,21.23,2.2,87.68
2024-01-11 01:30:00+05:30,0.0,20.86,2.4,88.33
2024-01-11 02:30:00+05:30,0.0,20.62,2.84,88.23
2024-01-11 03:30:00+05:30,0.0,20.21,2.87,90.15
2024-01-11 04:30:00+05:30,0.0,19.78,2.96,92.08
2024-01-11 05:30:00+05:30,0.0,19.31,3.06,94.39
2024-01-11 06:30:00+05:30,0.0,18.93,3.19,96.49
2024-01-11 07:30:00+05:30,0.0,18.62,3.17,98.03
2024-01-11 08:30:00+05:30,0.0,18.38,3.13,98.88
2024-01-11 09:30:00+05:30,0.0,18.17,3.11,99.24
2024-01-11 10:30:00+05:30,0.0,17.94,3.08,99.58
2024-01-11 11:30:00+05:30,18.65,18.33,3.39,96.77
2024-01-11 12:30:00+05:30,150.07,20.18,4.83,87.27
2024-01-11 13:30:00+05:30,318.15,22.0,6.0,77.34
2024-01-11 14:30:00+05:30,503.4,23.55,6.39,69.24
2024-01-11 15:30:00+05:30,686.0,24.88,6.35,63.26
2024-01-11 16:30:00+05:30,809.28,26.02,6.08,59.19
2024-01-11 17:30:00+05:30,817.78,26.88,5.73,56.78
2024-01-11 18:30:00+05:30,744.7,27.33,5.35,55.93
2024-01-11 19:30:00+05:30,616.25,27.46,4.93,56.01
2024-01-11 20:30:00+05:30,426.0,27.15,4.29,58.24
2024-01-11 21:30:00+05:30,210.07,25.96,3.04,66.93
2024-01-11 22:30:00+05:30,28.05,22.93,2.54,79.42
2024-01-11 23:30:00+05:30,0.0,21.41,2.88,81.54
2024-01-12 00:30:00+05:30,0.0,20.69,3.01,82.92
2024-01-12 01:30:00+05:30,0.0,20.09,3.13,84.33
2024-01-12 02:30:00+05:30,0.0,19.36,2.91,87.73
2024-01-12 03:30:00+05:30,0.0,18.65,2.75,91.48
2024-01-12 04:30:00+05:30,0.0,18.05,2.76,95.09
2024-01-12 05:30:00+05:30,0.0,17.73,2.71,98.08
2024-01-12 06:30:00+05:30,0.0,17.68,2.91,99.36
2024-01-12 07:30:00+05:30,0.0,17.71,3.29,99.5
2024-01-12 08:30:00+05:30,0.0,17.68,3.51,99.04
2024-01-12 09:30:00+05:30,0.0,17.87,3.91,97.45
2024-01-12 10:30:00+05:30,0.0,17.99,4.18,96.99
2024-01-12 11:30:00+05:30,18.35,18.32,4.27,95.82
2024-01-12 12:30:00+05:30,184.02,19.79,5.37,89.75
2024-01-12 13:30:00+05:30,391.88,21.59,6.67,81.26
2024-01-12 14:30:00+05:30,600.2,23.34,6.97,72.96
2024-01-12 15:30:00+05:30,785.55,24.85,6.78,66.35
2024-01-12 16:30:00+05:30,845.45,26.16,6.42,61.26
2024-01-12 17:30:00+05:30,840.45,27.13,6.01,57.61
2024-01-12 18:30:00+05:30,773.5,27.64,5.54,56.17
2024-01-12 19:30:00+05:30,613.33,27.68,5.18,56.42
2024-01-12 20:30:00+05:30,413.17,27.3,4.78,58.18
2024-01-12 21:30:00+05:30,204.75,26.03,3.67,65.67
2024-01-12 22:30:00+05:30,27.2,23.12,2.76,78.47
2024-01-12 23:30:00+05:30,0.0,21.83,2.97,81.79
2024-01-13 00:30:00+05:30,0.0,21.39,3.13,83.35
2024-01-13 01:30:00+05:30,0.0,20.73,2.98,87.12
2024-01-13 02:30:00+05:30,0.0,19.96,2.85,91.39
2024-01-13 03:30:00+05:30,0.0,19.29,2.93,95.04
2024-01-13 04:30:00+05:30,0.0,18.63,2.88,98.73
2024-01-13 05:30:00+05:30,0.0,18.15,2.71,100.0
2024-01-13 06:30:00+05:30,0.0,17.98,2.69,100.0
2024-01-13 07:30:00+05:30,0.0,17.75,2.61,100.0
2024-01-13 08:30:00+05:30,0.0,17.46,2.55,100.0
2024-01-13 09:30:00+05:30,0.0,17.25,2.5,100.0
2024-01-13 10:30:00+05:30,0.0,17.04,2.5,100.0
2024-01-13 11:30:00+05:30,21.9,17.81,2.91,98.78
2024-01-13 12:30:00+05:30,194.68,20.12,4.61,87.7
2024-01-13 13:30:00+05:30,407.2,22.15,5.54,77.92
2024-01-13 14:30:00+05:30,615.25,23.94,5.85,69.3
2024-01-13 15:30:00+05:30,752.92,25.44,5.8,62.9
2024-01-13 16:30:00+05:30,801.8,26.7,5.57,58.24
2024-01-13 17:30:00+05:30,738.6,27.6,5.2,55.54
2024-01-13 18:30:00+05:30,736.05,28.08,4.75,54.51
2024-01-13 19:30:00+05:30,592.38,28.06,4.24,55.17
2024-01-13 20:30:00+05:30,396.9,27.67,3.73,57.17
2024-01-13 21:30:00+05:30,190.43,26.44,2.82,64.73
2024-01-13 22:30:00+05:30,25.58,23.75,2.16,79.76
2024-01-13 23:30:00+05:30,0.0,22.47,2.44,82.01
2024-01-14 00:30:00+05:30,0.0,21.86,2.59,83.42
2024-01-14 01:30:00+05:30,0.0,21.19,2.74,85.9
2024-01-14 02:30:00+05:30,0.0,20.49,2.62,89.77
2024-01-14 03:30:00+05:30,0.0,20.18,2.46,92.83
2024-01-14 04:30:00+05:30,0.0,19.86,2.33,95.94
2024-01-14 05:30:00+05:30,0.0,19.6,2.42,98.63
2024-01-14 06:30:00+05:30,0.0,19.35,2.23,100.0
2024-01-14 07:30:00+05:30,0.0,19.12,2.07,100.0
2024-01-14 08:30:00+05:30,0.0,18.91,1.96,100.0
2024-01-14 09:30:00+05:30,0.0,18.76,2.01,100.0
2024-01-14 10:30:00+05:30,0.0,18.69,2.12,100.0
2024-01-14 11:30:00+05:30,18.67,19.24,2.38,99.34
2024-01-14 12:30:00+05:30,180.43,21.08,3.87,89.33
2024-01-14 13:30:00+05:30,365.83,22.8,4.46,80.09
2024-01-14 14:30:00+05:30,553.12,24.77,4.68,70.87
2024-01-14 15:30:00+05:30,715.5,26.46,4.63,63.15
2024-01-14 16:30:00+05:30,780.22,27.72,4.29,57.53
2024-01-14 17:30:00+05:30,771.8,28.59,3.79,53.65
2024-01-14 18:30:00+05:30,682.65,29.07,3.3,51.33
2024-01-14 19:30:00+05:30,527.0,29.15,2.9,50.72
2024-01-14 20:30:00+05:30,353.95,28.82,2.56,51.88
2024-01-14 21:30:00+05:30,156.55,27.64,2.33,56.15
2024-01-14 22:30:00+05:30,21.67,24.09,2.13,75.65
2024-01-14 23:30:00+05:30,0.0,22.43,2.36,78.46
2024-01-15 00:30:00+05:30,0.0,21.59,2.34,80.64
2024-01-15 01:30:00+05:30,0.0,20.73,2.34,83.62
2024-01-15 02:30:00+05:30,0.0,19.74,2.3,88.08
2024-01-15 03:30:00+05:30,0.0,18.93,2.16,91.47
2024-01-15 04:30:00+05:30,0.0,18.35,1.98,93.89
2024-01-15 05:30:00+05:30,0.0,18.16,1.77,95.04
2024-01-15 06:30:00+05:30,0.0,17.94,1.71,96.81
2024-01-15 07:30:00+05:30,0.0,17.72,1.64,98.58
2024-01-15 08:30:00+05:30,0.0,17.59,1.71,100.0
2024-01-15 09:30:00+05:30,0.0,17.42,1.84,100.0
2024-01-15 10:30:00+05:30,0.0,17.35,1.93,100.0
2024-01-15 11:30:00+05:30,15.18,18.09,1.91,99.46
2024-01-15 12:30:00+05:30,135.9,20.11,3.15,89.67
2024-01-15 13:30:00+05:30,330.1,21.92,3.85,79.74
2024-01-15 14:30:00+05:30,451.17,23.79,3.92,71.24
2024-01-15 15:30:00+05:30,648.85,25.64,3.84,63.51
2024-01-15 16:30:00+05:30,793.72,27.14,3.52,57.34
2024-01-15 17:30:00+05:30,796.3,28.13,3.06,53.09
2024-01-15 18:30:00+05:30,728.65,28.65,2.59,50.44
2024-01-15 19:30:00+05:30,590.97,28.65,2.23,49.86
2024-01-15 20:30:00+05:30,396.08,28.3,2.0,50.59
2024-01-15 21:30:00+05:30,189.4,27.2,1.82,54.42
2024-01-15 22:30:00+05:30,27.42,23.91,1.71,72.42
2024-01-15 23:30:00+05:30,0.0,22.38,1.92,73.96
2024-01-16 00:30:00+05:30,0.0,21.53,1.91,76.44
2024-01-16 01:30:00+05:30,0.0,20.68,1.96,79.42
2024-01-16 02:30:00+05:30,0.0,19.68,2.1,83.79
2024-01-16 03:30:00+05:30,0.0,18.75,2.23,88.01
2024-01-16 04:30:00+05:30,0.0,17.93,2.19,91.89
2024-01-16 05:30:00+05:30,0.0,17.28,1.98,95.3
2024-01-16 06:30:00+05:30,0.0,16.82,1.83,97.8
2024-01-16 07:30:00+05:30,0.0,16.73,1.69,98.47
2024-01-16 08:30:00+05:30,0.0,16.57,1.65,99.72
2024-01-16 09:30:00+05:30,0.0,16.38,1.71,100.0
2024-01-16 10:30:00+05:30,0.0,16.24,1.79,100.0
2024-01-16 11:30:00+05:30,17.6,16.94,1.81,99.23
2024-01-16 12:30:00+05:30,162.38,19.25,2.82,88.19
2024-01-16 13:30:00+05:30,348.7,21.47,3.31,77.4
2024-01-16 14:30:00+05:30,548.35,23.46,3.22,69.71
2024-01-16 15:30:00+05:30,708.25,25.29,3.0,62.93
2024-01-16 16:30:00+05:30,812.55,26.75,2.74,57.52
2024-01-16 17:30:00+05:30,816.55,27.72,2.42,53.89
2024-01-16 18:30:00+05:30,740.15,28.23,2.05,51.67
2024-01-16 19:30:00+05:30,595.97,28.3,1.74,50.84
2024-01-16 20:30:00+05:30,401.4,27.91,1.58,52.05
2024-01-16 21:30:00+05:30,188.02,26.85,1.46,56.96
2024-01-16 22:30:00+05:30,26.6,23.96,1.49,72.25
2024-01-16 23:30:00+05:30,0.0,22.47,1.72,74.98
2024-01-17 00:30:00+05:30,0.0,21.7,1.7,77.74
2024-01-17 01:30:00+05:30,0.0,21.05,1.6,80.11
2024-01-17 02:30:00+05:30,0.0,20.49,1.42,82.19
2024-01-17 03:30:00+05:30,0.0,19.9,1.31,84.72
2024-01-17 04:30:00+05:30,0.0,19.06,1.45,88.88
2024-01-17 05:30:00+05:30,0.0,18.09,1.64,94.12
2024-01-17 06:30:00+05:30,0.0,17.26,1.75,98.58
2024-01-17 07:30:00+05:30,0.0,17.0,1.66,99.4
2024-01-17 08:30:00+05:30,0.0,16.85,1.63,99.08
2024-01-17 09:30:00+05:30,0.0,16.59,1.65,99.58
2024-01-17 10:30:00+05:30,0.0,16.35,1.69,100.0
2024-01-17 11:30:00+05:30,15.98,16.87,1.86,97.11
2024-01-17 12:30:00+05:30,144.98,18.89,2.87,87.18
2024-01-17 13:30:00+05:30,316.3,21.47,3.22,75.66
2024-01-17 14:30:00+05:30,496.83,23.71,3.17,67.31
2024-01-17 15:30:00+05:30,684.0,25.46,2.93,61.74
2024-01-17 16:30:00+05:30,857.97,26.78,2.61,57.47
2024-01-17 17:30:00+05:30,856.0,27.71,2.18,53.73
2024-01-17 18:30:00+05:30,779.12,28.18,1.72,51.2
2024-01-17 19:30:00+05:30,630.75,28.23,1.4,49.8
2024-01-17 20:30:00+05:30,439.92,27.84,1.36,50.58
2024-01-17 21:30:00+05:30,217.48,26.94,1.33,54.1
2024-01-17 22:30:00+05:30,32.12,24.09,1.35,68.27
2024-01-17 23:30:00+05:30,0.0,22.67,1.45,70.02
2024-01-18 00:30:00+05:30,0.0,21.96,1.47,71.41
2024-01-18 01:30:00+05:30,0.0,21.24,1.51,73.36
2024-01-18 02:30:00+05:30,0.0,20.37,1.57,76.53
2024-01-18 03:30:00+05:30,0.0,19.47,1.61,79.99
2024-01-18 04:30:00+05:30,0.0,18.57,1.66,83.61
2024-01-18 05:30:00+05:30,0.0,17.73,1.65,87.14
2024-01-18 06:30:00+05:30,0.0,17.01,1.61,90.46
2024-01-18 07:30:00+05:30,0.0,16.29,1.63,94.01
2024-01-18 08:30:00+05:30,0.0,15.68,1.66,97.25
2024-01-18 09:30:00+05:30,0.0,15.32,1.67,98.97
2024-01-18 10:30:00+05:30,0.0,15.27,1.68,99.11
2024-01-18 11:30:00+05:30,19.5,16.08,1.7,96.26
2024-01-18 12:30:00+05:30,184.7,18.72,2.48,84.76
2024-01-18 13:30:00+05:30,364.88,21.8,2.88,73.28
2024-01-18 14:30:00+05:30,533.05,24.32,2.85,63.06
2024-01-18 15:30:00+05:30,705.38,26.18,2.65,55.44
2024-01-18 16:30:00+05:30,880.03,27.48,2.38,50.28
2024-01-18 17:30:00+05:30,872.33,28.3,2.03,47.05
2024-01-18 18:30:00+05:30,794.65,28.68,1.66,45.24
2024-01-18 19:30:00+05:30,638.53,28.66,1.43,44.57
